age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
26,Male,Germany,4.4819011050769015,YouTube,2,Entertainment,22.63726327752377,1,8.122526765461032,Medium,48.01913409454981
27,Male,India,3.413405549543901,TikTok,1,Socializing,19.09400234546617,0,6.488053969224566,Medium,13.064008806163375
19,Male,UK,4.123010169124038,YouTube,3,Education,24.616317564230062,1,7.750648471112259,Medium,28.22535757448256
20,Male,India,2.297589664384305,Instagram,5,Entertainment,12.662033825453404,1,9.583663920795091,Low,41.188812330681415
21,Male,India,5.783192619071043,TikTok,4,Entertainment,26.819840343095485,0,5.988268352126353,High,35.23077814673898
27,Male,USA,2.5781267336695137,TikTok,1,Entertainment,23.00394451999916,1,7.433375302338798,Medium,46.65218383784352
21,Female,USA,2.146408326314333,Snapchat,3,Content Creation,31.305280075731527,0,8.57073304994633,Low,2.5934056458827683
13,Female,Canada,2.7124188030378145,Snapchat,5,News,33.625679065258204,1,6.829678385346128,Medium,1.4837450832057613
14,Female,USA,3.323983062592092,TikTok,2,Education,14.37583495911876,1,7.727347483394571,Medium,96.49498025734329
13,Male,India,4.440904093110978,Instagram,5,Entertainment,17.65111347646232,1,5.939876222419043,Medium,47.73255401234755
24,Female,UK,2.415852674697617,Instagram,2,Socializing,17.594185056984468,1,8.23606504226453,Low,65.02675551673657
23,Female,Australia,1.0923543565649023,TikTok,3,Education,21.361347196283244,0,10.0,Low,29.199504808185445
22,Female,Brazil,2.2657966687670448,Twitter,4,Entertainment,27.21137774026134,1,10.0,Low,30.74444944663888
21,Male,UK,3.649762804942911,Instagram,1,Socializing,5.0,1,8.211262380470929,Medium,31.58324356946997
16,Male,India,4.10640019814519,Twitter,5,Socializing,35.36656424178959,0,7.687400072649876,Medium,38.09781263711492
20,Male,India,4.035034653600063,Snapchat,1,Socializing,24.95441209123593,1,7.164654592397832,Medium,0.0
21,Female,Canada,6.897292530831555,TikTok,4,Socializing,5.0,1,4.907049876118739,High,52.491711775023546
17,Female,UK,2.825415217583324,YouTube,1,Entertainment,25.81212228533566,1,7.614747484790204,Medium,30.61294547453545
18,Male,USA,3.713449000547824,TikTok,4,Entertainment,35.77865411489192,0,6.196618189102428,Medium,54.82461987240142
16,Male,USA,4.156688286052943,TikTok,3,Entertainment,35.12884443151158,1,6.566230489724665,Medium,56.76802817056651
23,Female,India,1.813131811450134,Instagram,3,Socializing,27.48444279097185,1,7.838741859282996,Low,41.96165191513764
20,Female,Canada,2.8956333639810428,TikTok,2,Socializing,30.35881535812206,0,6.602337962734177,Medium,38.34854306530011
21,Male,India,2.2348526299809253,Twitter,1,News,17.25038525631499,0,10.0,Low,47.62127775607256
26,Female,UK,3.3712921277765817,Instagram,3,Socializing,25.74447206938874,1,6.048697647369365,Medium,25.864214414936512
19,Male,India,3.1541700926906047,YouTube,5,Entertainment,39.01185183667771,1,7.174355407796142,Medium,34.516184156691985
13,Male,Canada,2.4773275005926387,Twitter,5,Entertainment,19.40074809918056,1,7.776170326375357,Low,69.58094358067552
23,Male,India,2.9332679281986485,YouTube,5,Socializing,27.405970825015395,0,6.803885255556633,Medium,24.409219643646544
25,Other,India,3.919977579499109,Snapchat,1,Entertainment,40.58495338475518,0,6.325265427835449,Medium,58.95695823052397
26,Female,India,3.77030643605142,Twitter,3,Content Creation,32.39352305030985,1,5.598992361710847,Medium,40.1531151438662
21,Male,India,4.391438387647108,Snapchat,2,Entertainment,26.51975393860371,1,5.577397149656788,Medium,36.60451901050683
17,Female,USA,4.604979371333002,Snapchat,2,Socializing,25.715359329405608,1,6.17345755314113,Medium,80.8288309922787
23,Male,Brazil,4.809968046109661,Twitter,4,Entertainment,25.189748223816125,0,6.256456322587932,Medium,50.51275981347321
16,Male,USA,4.2850922068667385,YouTube,2,Education,12.858004985492087,1,5.622646718253765,Medium,21.485537961655076
27,Female,USA,4.221047014318037,TikTok,5,Education,10.979505399333034,0,5.665871835735906,Medium,22.602597982523523
24,Female,India,3.198468326147724,Instagram,2,Socializing,18.67078468649484,1,6.902083733180812,Medium,19.88901822485473
24,Other,India,3.724234619925233,YouTube,4,Entertainment,15.10137716219042,1,5.343770014566259,Medium,44.51042085712206
16,Female,India,4.348710605427353,Twitter,1,Education,37.237082524504885,0,6.498379579647139,Medium,79.51115829818386
13,Male,Canada,2.0620676492354377,YouTube,2,Entertainment,12.945711404845117,1,7.626964383612955,Low,45.73459563195293
26,Male,Canada,2.1177136606974942,YouTube,2,Entertainment,18.08836597177022,1,10.0,Low,37.60529547581115
27,Male,Brazil,3.4201454329617937,Snapchat,1,Entertainment,19.86160136226937,0,6.9991763038664505,Medium,64.5940905125617
20,Female,Canada,3.193029822449734,Instagram,5,Socializing,23.917499849444063,1,6.363444251213149,Medium,44.139011804076354
13,Female,Canada,3.851774537275376,Snapchat,3,Entertainment,35.011872962176525,1,5.509460198648124,Medium,5.123932237466498
21,Male,India,3.5930108441920887,TikTok,3,Entertainment,13.286986879042876,0,8.145615422079688,Medium,29.34073653593096
23,Male,India,4.62616939312905,Instagram,2,Entertainment,18.46213166873307,1,6.150159646622482,Medium,38.03412633098476
27,Female,India,1.970857210680392,TikTok,4,Entertainment,16.414410230846276,1,8.814198010970971,Low,42.536438777296354
18,Female,India,2.528784818902281,Snapchat,2,Socializing,22.374752611535097,0,9.417310657706128,Medium,22.739970552739543
14,Female,Australia,3.3379199839283524,TikTok,3,Socializing,33.82784995652146,1,8.677049461443163,Medium,32.74784674579447
23,Male,India,3.7057241530904776,Instagram,5,Content Creation,38.99299799516368,1,8.719136081391358,Medium,41.595467236059456
17,Male,UK,4.414177901957623,Instagram,4,Entertainment,20.755743726492447,0,6.292445569582966,Medium,73.19272903959126
13,Male,India,4.638267201952055,Snapchat,4,Entertainment,8.46629096337577,1,6.983420902628425,Medium,51.64228929809063
27,Female,India,6.32035753689447,TikTok,2,Socializing,39.07072824665798,1,4.854970999237918,High,48.04097362337514
16,Female,Canada,3.869433419083073,Snapchat,3,Content Creation,25.890783169953718,0,7.44978858201056,Medium,13.457681086304577
24,Male,USA,4.644548629467506,YouTube,5,Socializing,35.51863127402564,1,6.706345969306665,Medium,40.367749985637936
21,Female,Australia,4.79651490517074,Snapchat,2,Entertainment,19.72214944323264,0,6.618503702703003,Medium,31.75148992624195
18,Female,Canada,2.9823150365728366,Instagram,3,Education,41.13121791261601,1,7.890550367773433,Medium,60.26512778592782
26,Female,Brazil,1.7204937758124907,TikTok,2,Socializing,30.13504120109279,0,7.392657738660423,Low,64.0190770992058
19,Female,India,3.970347806286713,Twitter,4,Socializing,17.949814226459196,1,7.330739931471919,Medium,32.59140859010231
15,Male,India,5.345543148104968,YouTube,2,Education,15.732869830407036,1,6.285302958021132,High,50.32989373207619
24,Female,India,1.4005852997715331,TikTok,3,Entertainment,17.16828722896589,1,9.611611457271811,Low,6.168775124227665
16,Female,Australia,2.786983959314476,Instagram,5,Entertainment,28.1851462297588,0,7.530286262110498,Medium,42.250692971945526
24,Female,Germany,5.122719440722083,TikTok,4,Entertainment,8.422166835720656,0,6.3027474510993535,High,32.21249598203367
25,Female,Canada,3.514183313904092,YouTube,4,Education,14.048434314948718,1,8.298481463714165,Medium,53.95509771435041
13,Male,India,4.16018454612237,Snapchat,1,Entertainment,14.634574303069993,1,6.659424896464617,Medium,52.89330226130211
13,Male,Germany,6.997009753636525,Instagram,1,Socializing,5.0,0,4.367094993898709,High,65.3690324695977
22,Female,USA,0.5,Snapchat,3,News,32.786554875058336,1,9.408105404514004,Low,16.490836514737595
17,Female,USA,2.424968142631595,TikTok,3,Education,13.033674275111318,0,7.556003577169076,Low,10.446429550239106
13,Female,Brazil,4.397299279417926,YouTube,1,Entertainment,5.0,0,5.439791340371439,Medium,25.8499098874408
13,Male,Australia,5.497085066655773,TikTok,3,Entertainment,24.2557479812962,0,7.098982731933846,High,40.90396725270512
21,Male,Canada,4.0847334902122014,YouTube,4,News,21.994527704178576,1,6.111861798847588,Medium,47.05279484760391
18,Male,India,7.451611138297484,Twitter,3,Content Creation,20.535192937094084,1,4.421167024493555,High,32.892226210401496
22,Female,USA,2.022863404845811,Instagram,5,Education,18.822989873983985,1,8.440406682181168,Low,62.01111778736754
14,Female,India,1.749802588340381,Twitter,3,Content Creation,30.58460803797132,0,10.0,Low,7.401004845226446
25,Male,USA,2.401974555457365,YouTube,3,Entertainment,33.06098661874579,0,8.427528629919589,Low,2.1221513444788016
13,Female,Australia,3.991459570227946,YouTube,4,Entertainment,29.63298660039964,1,6.140569409331479,Medium,43.504372513905
23,Male,USA,2.503025859050572,Instagram,5,Socializing,31.370558842823453,0,7.567182455510407,Medium,45.78896602389151
25,Male,Brazil,3.4203655684081955,YouTube,4,Entertainment,30.098140875303027,0,8.453818666482798,Medium,44.9511468954238
25,Female,USA,5.885920325832892,YouTube,1,Entertainment,35.51164672437136,0,3.905988159648542,High,0.0
17,Female,UK,2.6709385911232832,YouTube,5,Education,20.55288944836868,0,7.298706623774669,Medium,34.61322276607504
17,Male,India,5.345750730871093,YouTube,4,Entertainment,28.104051880113783,0,5.376650177810957,High,32.26395700539037
15,Male,India,0.849256609128374,Instagram,1,Socializing,30.62697045609693,0,8.512269458330977,Low,10.446015403109726
17,Male,India,4.510563877022266,Instagram,3,Entertainment,29.367901742750668,0,6.690094894034945,Medium,64.71572017244736
13,Male,USA,2.7564407021881028,TikTok,4,Education,38.99603924329392,0,6.812813781852189,Medium,20.324252727051228
25,Male,India,5.560642991858425,Instagram,3,Entertainment,17.377456650811595,0,3.956532874814936,High,51.22433112932866
22,Female,USA,2.659305437177162,Instagram,4,Entertainment,34.88692578427498,0,7.366315003737181,Medium,56.226176989634055
26,Male,Canada,2.44728869703898,Instagram,3,Entertainment,23.97133450141864,0,8.063303040054613,Low,29.077153547031717
17,Female,Canada,2.132457388694644,TikTok,5,News,21.210708426696144,1,8.792669771077557,Low,0.0
16,Male,USA,3.38903337076685,Instagram,2,News,21.972197811451675,1,5.614458626991133,Medium,0.0
13,Female,Canada,3.146043851161344,TikTok,2,Socializing,11.37177615887088,0,7.318232113741736,Medium,59.34805237061181
27,Female,USA,4.144994355347461,YouTube,5,Entertainment,15.49306614934919,0,7.733902976835141,Medium,40.37781473958808
19,Female,USA,4.746753599127221,YouTube,5,Socializing,25.291754168076523,1,6.165255484522266,Medium,45.03375208361401
19,Male,Australia,2.8915876552171453,Instagram,1,Education,23.677047345446475,1,6.590337752376926,Medium,59.4610984458815
21,Female,UK,1.5260406453792426,YouTube,2,Entertainment,30.75920432535457,1,8.796837597377158,Low,62.09022421648121
25,Female,Canada,2.8878601365729324,YouTube,1,Socializing,41.22690019807289,1,6.750826688252754,Medium,56.194416509176726
23,Male,India,2.90010336137438,Snapchat,1,Education,33.111830200180904,0,7.956849725906171,Medium,65.69560366288361
24,Other,USA,3.8093515311818313,Instagram,4,Content Creation,22.523695129405723,1,6.52290260644805,Medium,37.06647896611993
14,Male,India,5.068295615490655,Snapchat,5,Content Creation,35.077441008485906,1,6.470569716830553,High,25.541193648591367
17,Male,Germany,4.724301639558593,Twitter,2,Socializing,25.62612746160136,1,6.063293369503699,Medium,0.0
24,Male,Brazil,2.368634493951546,Instagram,4,Entertainment,17.582938947237807,1,6.410991761635937,Low,25.83968009878185
16,Female,UK,2.225147976947226,Snapchat,2,Socializing,18.76062482953712,1,8.011175323473456,Low,42.2914785681232
22,Male,Germany,2.533294936228303,Snapchat,1,Entertainment,24.97860880183057,1,6.496406306631225,Medium,46.891786913711336
17,Male,Australia,2.622456351845951,Instagram,2,Entertainment,18.412212711427795,0,5.880301212500525,Medium,56.67386352908916
19,Male,India,2.604157496064299,Snapchat,1,Education,33.25676283296515,0,8.102992401036174,Medium,65.67603599011522
20,Male,India,3.9235623709575846,YouTube,1,Content Creation,33.70324978569008,0,6.882634540024771,Medium,40.777304799378
19,Male,UK,2.877419665535188,Snapchat,1,Entertainment,27.75010917181569,0,5.656782130564228,Medium,35.01056477804927
18,Male,Canada,2.4405832823372102,TikTok,4,Socializing,19.0472064078101,1,6.555436000681185,Low,63.31231551504544
20,Male,USA,4.590441062578432,TikTok,1,Entertainment,9.918924394955194,0,5.348172026230164,Medium,33.11418570809332
16,Male,India,0.7292807914189385,Snapchat,2,Socializing,28.246528686546338,0,10.0,Low,78.84764848974336
20,Female,India,3.124020726244673,TikTok,1,Entertainment,29.038934018103383,0,8.865114674365685,Medium,15.050358091337548
15,Female,Germany,0.8686711953205704,Snapchat,1,Entertainment,18.34474536552397,1,9.291056026425217,Low,55.27454496087003
14,Male,India,3.729189891702913,Twitter,1,News,31.2157596053548,0,6.77319090530604,Medium,80.32582304224758
16,Male,Brazil,3.0105549351396483,Instagram,3,News,28.108825323779502,0,9.99415723290082,Medium,8.965844593422837
14,Male,India,3.065635831484206,YouTube,1,Education,13.12469839091736,1,8.41053433060819,Medium,17.653167983518713
24,Female,India,5.534448952925519,TikTok,3,Socializing,30.090593504198456,0,5.959852709827843,High,42.604034672296265
18,Male,Germany,4.713388864873867,YouTube,4,Content Creation,32.3769476306449,1,4.865513682301749,Medium,62.2239055881247
20,Female,Canada,3.2099651518920758,Instagram,4,Socializing,39.36787046121904,1,7.687321250371075,Medium,80.20210001227491
13,Male,India,4.699111043817161,TikTok,1,Content Creation,12.151508483973902,1,6.149249442804369,Medium,47.27696487621094
27,Female,USA,1.1446399202742574,Snapchat,1,Socializing,43.5797143892622,0,9.774186472572792,Low,56.43813485078126
17,Female,Australia,5.976275958346799,TikTok,5,Entertainment,38.39050725207241,1,5.71590145818974,High,32.29863194770146
16,Female,Brazil,3.814794126255094,TikTok,2,Entertainment,37.494624528302886,0,7.000714011761103,Medium,45.19435628248468
18,Male,USA,4.79034084689601,Snapchat,5,Education,24.78185443745603,0,6.95680907255106,Medium,14.262444218175396
26,Male,Australia,3.269684665457266,Snapchat,4,Entertainment,30.33794901247137,1,7.202683581459352,Medium,16.043599069789927
24,Male,India,3.2672115646558946,YouTube,1,Socializing,31.208379484455563,0,8.106849097239467,Medium,38.5360626096224
23,Male,Germany,2.6434258222911957,Snapchat,5,Socializing,22.39554393419269,0,7.018064567157371,Medium,24.82082027467744
16,Male,Canada,6.4841910978226736,Instagram,3,Education,5.551033578825333,1,4.02303059989385,High,57.03504268789
13,Female,Germany,5.082985846490091,YouTube,1,Entertainment,9.724378308195709,0,5.149415507382459,High,84.14702434747375
18,Male,USA,4.567986745585895,Snapchat,2,Entertainment,37.23600913844716,1,7.656292779457367,Medium,43.11582031517675
17,Male,India,4.641195084690596,YouTube,2,Education,18.817942459313468,0,6.77763705748866,Medium,48.87837060198056
14,Male,India,2.0990453123255817,TikTok,1,Entertainment,26.632295833840736,0,9.323754922080823,Low,38.04090537085185
14,Female,UK,3.024544780922857,Instagram,3,Socializing,35.71835027419786,1,6.600065619419885,Medium,51.80019031481809
23,Female,Canada,3.9421345009874726,Twitter,2,Content Creation,35.57712170443199,0,6.874079776626741,Medium,1.8586044711848544
15,Other,India,3.692222752915576,TikTok,5,Entertainment,18.38757705621416,1,9.625270115053862,Medium,40.34526617214862
22,Male,Germany,1.905272956067511,TikTok,5,Entertainment,14.499121713819092,0,10.0,Low,46.769121568168
26,Female,India,4.882598606093598,YouTube,4,Content Creation,47.18803999508482,0,5.252659754973546,Medium,8.507205419582021
25,Male,India,2.419739363293745,Twitter,3,Education,18.87462617235053,0,6.821952615404403,Low,20.177203540957947
13,Male,India,0.7671283332611907,YouTube,1,Socializing,26.837213112476807,0,10.0,Low,56.48535820005995
18,Male,USA,3.982714167669428,TikTok,4,Education,13.746843776886084,0,8.880161263694738,Medium,40.16445841088238
18,Female,India,3.66575419034996,YouTube,3,Entertainment,32.160339412308105,0,8.654838523568703,Medium,28.028640842774724
18,Male,Germany,5.259010943935914,YouTube,4,Education,32.16917399342107,1,7.007895713616446,High,23.466849499406283
18,Male,India,4.569647213051391,Instagram,5,Socializing,13.446789471391996,1,7.262051756705266,Medium,64.91149683664307
24,Other,Brazil,8.063934634005875,Twitter,5,Entertainment,24.399818472401,1,4.744625857667887,High,25.862964327634582
19,Male,USA,5.857790318455349,Snapchat,5,Entertainment,31.52009397010589,1,6.959180043674288,High,35.825533967308644
18,Male,Germany,3.07064324402494,TikTok,4,Education,32.31170344825637,1,5.824446478090726,Medium,46.21150191737704
15,Female,Brazil,4.745648289860164,Instagram,2,Education,21.21784651657735,1,8.447105731751417,Medium,6.680961366315302
13,Male,Germany,1.9904558419679708,Instagram,5,Entertainment,30.484174290610213,1,9.157519953716244,Low,64.51140528400157
18,Female,India,2.599825530527947,TikTok,4,Education,23.65386838958496,1,8.11110221392929,Medium,72.16782917783874
14,Female,Australia,1.6034000205210153,Instagram,4,Entertainment,30.084965800873444,1,8.583977510031358,Low,56.61836382512699
14,Male,India,5.9999166416360845,TikTok,4,Socializing,20.02226580642168,0,5.384461686240973,High,7.918370282806649
18,Female,India,3.877697789916466,YouTube,3,Entertainment,20.01107671841398,1,7.812697146133818,Medium,28.68262483017025
27,Other,India,4.490636289965515,TikTok,5,Education,28.14445339118264,1,6.186166803940111,Medium,69.59513128399317
15,Female,Germany,4.664170502046171,TikTok,3,News,8.845928341874878,1,6.316153645116401,Medium,49.41110059665456
23,Male,Canada,3.3137790595656,Instagram,2,Education,29.997548598645125,1,7.856219016260092,Medium,81.60376507980124
14,Female,UK,3.155904628859025,Snapchat,1,Entertainment,24.257074909776904,0,6.673439791838296,Medium,23.146769431063717
18,Female,India,3.855987717142264,Twitter,4,Education,28.90453094891371,0,8.022914470180774,Medium,19.065972462057967
13,Female,UK,5.715170422700616,Instagram,5,Entertainment,35.80184251016969,1,6.541163275841524,High,0.0
19,Male,Canada,2.125612690207328,Instagram,5,Entertainment,22.245189963944263,0,7.5480425012607935,Low,31.69123504132568
26,Male,Australia,3.545747421265778,YouTube,5,Entertainment,27.36400057859003,0,6.655003182913928,Medium,43.201494146021815
23,Female,India,3.4402980856475294,Instagram,3,Entertainment,10.952984392953535,1,6.454904705977296,Medium,30.64945165330125
23,Female,Germany,5.122019076007671,YouTube,5,Education,29.81740894570715,1,5.848163108068329,High,53.91046497461751
27,Male,UK,2.174783360094161,TikTok,3,Entertainment,25.69002556969704,1,6.863309209365328,Low,49.64985100504354
26,Female,Australia,3.968251218506847,TikTok,5,Education,24.332347353871175,1,5.819621259531004,Medium,29.404388428272117
13,Male,Canada,5.740063046247894,Instagram,5,Entertainment,15.363402629853422,1,4.6451933248747865,High,17.555825080969846
26,Male,India,3.3064127041365285,Snapchat,4,Socializing,31.30244257833589,0,5.723364825802337,Medium,57.59597693937377
22,Male,Canada,4.945011748024502,YouTube,1,Socializing,44.06618837755825,1,7.780601087971499,Medium,28.3499952112094
20,Female,USA,1.4136926401312464,Snapchat,2,Entertainment,23.72996016373949,0,9.012861538384358,Low,41.41815428271487
16,Male,UK,2.025489675665641,Instagram,2,Socializing,22.88855414718234,0,10.0,Low,37.34715228857476
26,Female,UK,4.018239553863509,YouTube,2,Entertainment,24.395147589424194,1,6.225199060521529,Medium,32.472290735449086
15,Male,USA,3.2054672257100107,YouTube,3,Entertainment,28.785830265881664,1,7.092707069003144,Medium,49.52265992212392
13,Female,UK,0.5,YouTube,5,Socializing,10.118629090748367,1,9.971624569132237,Low,26.139332801776337
22,Male,UK,6.317539306732101,Instagram,5,Entertainment,31.15716325939137,1,5.061826209108007,High,35.45850890688203
22,Male,India,2.8223682603115074,TikTok,2,Content Creation,26.09060061272,0,8.175456520951192,Medium,77.73214240532286
25,Male,USA,2.03526672607581,YouTube,5,Entertainment,32.12115335260065,0,8.527489038787913,Low,34.86780548220472
18,Male,India,2.9240864898794863,YouTube,5,Education,31.752926397214104,0,7.563312068694985,Medium,24.638920410954675
17,Male,UK,1.2985153923382868,YouTube,5,Entertainment,18.22685156303393,1,8.446726466502609,Low,65.19570453982922
25,Male,USA,3.8778755060942736,YouTube,5,Entertainment,23.03424538550901,0,9.34232191184364,Medium,52.167858253069085
15,Male,Canada,4.047946346876939,YouTube,4,Entertainment,11.41717389583103,0,7.515433826501113,Medium,17.152106904796977
22,Female,Brazil,2.195125236133722,TikTok,3,Socializing,40.63726830166425,1,9.018725228760182,Low,42.37652866671509
20,Female,India,6.792209937116137,YouTube,2,Entertainment,11.95263087955093,0,4.524065811001857,High,30.603075360541432
26,Female,UK,2.429130343651813,YouTube,5,Entertainment,33.24491261000501,0,7.769514033019867,Low,57.70374833487034
21,Female,USA,2.2910151943048187,YouTube,3,Socializing,31.65335110925552,1,6.882908313702028,Low,52.05900860325019
18,Female,India,2.2972629577333925,Instagram,3,Entertainment,18.342494424147507,1,8.850830766954436,Low,42.84538056022146
23,Male,India,5.393721219655021,TikTok,1,Education,32.321331280685804,0,6.126124986430976,High,33.429407467828256
14,Male,USA,5.181856099280709,Instagram,2,Entertainment,15.148599999115827,1,6.528736554090464,High,11.057131186280811
26,Female,India,3.418154858360208,YouTube,4,Socializing,17.750356938603087,1,8.272376705809021,Medium,25.914445893203077
25,Female,India,1.3587923581476886,TikTok,3,Education,27.40695883670223,1,8.167850701204966,Low,2.82500743670613
19,Male,UK,3.480795876511528,YouTube,3,Entertainment,29.515946999021025,1,8.442599177906278,Medium,22.33436499788511
24,Other,India,1.3477328618437143,Instagram,4,News,24.546161981230902,0,8.171337189459445,Low,22.90163754241089
26,Female,UK,4.946363358123855,Instagram,4,News,5.0,1,6.110547578056007,Medium,34.028098512189906
14,Female,Brazil,1.6640577401714405,Snapchat,3,Education,30.165706007078143,0,7.228362013966131,Low,42.18715704983063
27,Male,Brazil,2.4673564010465747,Instagram,2,Education,21.635071580540597,1,6.318363571751327,Low,38.91221453037805
21,Male,USA,2.8519159443929394,Instagram,3,Education,24.57147726120668,0,7.092243868040756,Medium,59.797310784772
16,Female,USA,3.1647407421449074,Instagram,1,Entertainment,34.59406237736635,0,8.832771294168056,Medium,26.43148909668337
17,Male,Australia,1.0096419421722451,Twitter,5,Socializing,21.736511723221007,1,10.0,Low,35.530001943772135
18,Female,India,4.4348270382912585,Twitter,4,Entertainment,43.7236031801015,1,6.099495844135606,Medium,81.19273453915898
18,Male,Germany,3.959585525055196,Instagram,3,Entertainment,11.155635919097504,1,7.53992479228537,Medium,74.24244136032584
19,Male,Canada,4.757231761520698,Instagram,2,Socializing,23.95906581724312,0,7.310661135968472,Medium,27.42488801908349
13,Male,Brazil,5.6201388621115065,Twitter,2,Entertainment,11.789256392507074,1,3.9010777776504577,High,34.381145937592336
22,Female,Germany,5.068051901537992,Instagram,1,Socializing,6.766998003171178,1,6.475076029524149,High,29.45202680891412
24,Male,Canada,4.427795227840595,TikTok,2,Socializing,5.208222069016635,1,6.70190132350181,Medium,18.030875815390072
24,Male,USA,3.5067213032763997,TikTok,4,Socializing,27.295669596474667,0,7.042550714307288,Medium,9.106006388984907
14,Female,USA,6.242200771949686,YouTube,3,Entertainment,14.839916119491312,1,3.3159735637919656,High,18.429218370813047
19,Female,India,1.8967250820073047,TikTok,1,Entertainment,30.537566865987905,1,9.641697249278048,Low,7.996684699136189
23,Female,Germany,0.5,Twitter,3,Entertainment,23.466077394595168,1,9.919223218957876,Low,41.095522200690496
19,Male,Canada,2.6197521438842566,Snapchat,1,Content Creation,40.791256394002005,1,7.343890633635042,Medium,0.0
23,Male,Brazil,2.446258000833077,Instagram,5,Entertainment,18.45959143773261,1,8.444931797532945,Low,29.31852785939888
16,Other,India,3.2236215902995533,YouTube,2,Entertainment,20.054802957996024,0,8.947676652300869,Medium,41.27439823384829
21,Male,India,1.3880252046483026,Snapchat,5,Socializing,32.62113058375391,0,8.901315728165622,Low,18.337092393723506
19,Female,USA,2.6438383008522037,YouTube,5,Education,11.400788062985594,0,8.215992273492379,Medium,42.920840765881806
17,Female,India,2.293472400138584,Instagram,5,Entertainment,13.748965784844737,1,8.92258051243705,Low,39.403436334572746
16,Male,India,7.591403171397574,Instagram,2,Socializing,49.52469273862288,0,4.380677707260667,High,27.844065725704752
21,Female,India,2.7728977948777613,TikTok,2,Entertainment,27.9856794014332,1,8.83664862591199,Medium,37.123160078332205
20,Female,USA,6.478843081824676,Instagram,4,Education,28.44674212127821,1,4.793824031185577,High,16.397820516654082
19,Female,Canada,4.07928347087053,YouTube,1,News,40.19824218123428,0,7.341772474569491,Medium,54.89026347608434
22,Female,India,3.5607760064680702,YouTube,3,Entertainment,38.53633622509734,0,7.00899096340497,Medium,50.50016163586095
22,Male,Brazil,3.607247846015522,YouTube,3,Entertainment,43.11632555676801,1,6.651129535942106,Medium,23.73853132168766
13,Male,India,3.575814112082869,TikTok,1,Entertainment,26.68193375455809,0,8.174162146569609,Medium,61.4289619709087
16,Female,USA,2.012526933995103,YouTube,3,News,31.52164040100233,1,8.517674807180551,Low,44.53580427235088
22,Female,India,3.189118308486492,Snapchat,5,Socializing,20.624977361375752,1,6.482945446149688,Medium,65.20930929729721
21,Female,India,4.287962910822029,TikTok,2,News,11.933500941857371,0,6.009209318798869,Medium,36.43695527790181
23,Male,USA,3.601595644350481,TikTok,4,Entertainment,10.351209993520552,1,6.559233452187556,Medium,50.56631268181627
21,Male,Brazil,4.324107125651809,TikTok,4,Entertainment,12.326820151802508,1,6.661043140520875,Medium,18.56618535056301
16,Female,Canada,4.12136212559842,Instagram,5,Entertainment,28.843015976915787,1,5.829184908935357,Medium,54.229121088659
21,Female,UK,5.904312269696821,Instagram,5,Socializing,7.841347966076036,1,4.150137134774862,High,61.90531989300297
20,Male,Australia,0.5,YouTube,5,Content Creation,54.27011702739605,1,9.011820138462609,Low,33.87198462260683
26,Male,India,3.129093893292453,Instagram,1,Entertainment,19.58512596810059,1,7.220718834892735,Medium,0.8651758622205534
14,Male,Australia,2.8614473697796403,Instagram,5,News,20.155643527162503,0,9.004402957505347,Medium,46.11060648214215
23,Male,India,4.11816669643705,Twitter,2,Education,56.67483654491443,0,5.989011285197865,Medium,45.39694881471061
21,Male,India,3.1596765953647887,TikTok,2,Socializing,36.49013329871,1,7.57146312426965,Medium,11.00609419691946
21,Male,India,2.3928166761709524,TikTok,2,News,12.778510196369858,1,8.954134035752432,Low,40.28610201141122
16,Male,USA,5.2695325480497885,YouTube,1,News,7.949600104630509,1,3.756892892422978,High,70.30354622100688
23,Female,India,6.390113942685617,Twitter,2,News,19.046463524938893,0,3.798213067954957,High,28.962719885454288
15,Female,Germany,1.8304033935644852,YouTube,5,Education,13.540087716289868,0,6.7403762352195145,Low,53.49309255651029
20,Female,Brazil,2.0537853144366567,TikTok,5,Education,25.05154752725032,1,7.910316821198322,Low,57.883554635185966
25,Female,Canada,5.820858699192613,TikTok,5,Entertainment,13.730735936964178,1,4.317682912936835,High,37.476650652662975
22,Male,Canada,2.116523078902807,Instagram,3,Entertainment,6.782714323955151,1,8.20892595424572,Low,61.80112455749218
17,Other,USA,4.494212601093646,YouTube,3,News,32.50950613622288,1,6.607126138847868,Medium,70.11927665326064
21,Female,USA,5.949618629627845,TikTok,2,Content Creation,8.8009824807582,1,6.028511603236632,High,35.55568828689509
16,Male,India,4.125160733630351,TikTok,1,Socializing,39.762048173367255,1,7.186071844080979,Medium,20.749549667887813
21,Other,USA,2.682777656526328,YouTube,1,Socializing,31.59984552238952,0,7.509475580154119,Medium,23.82897645028119
20,Female,Germany,0.8263998816537375,YouTube,3,Entertainment,12.936089609758405,1,9.137519185838258,Low,64.41574004711674
26,Male,India,4.013001746798215,Instagram,1,Education,48.12743143607459,1,6.882916033612793,Medium,72.04624621574575
27,Female,USA,4.474179313722432,TikTok,5,Education,19.7625000970462,1,6.58773948697761,Medium,51.29974344512026
23,Female,India,1.9806618512748493,Twitter,4,Socializing,40.2684261421436,1,9.005756042623526,Low,15.90143796661332
